Time,IMU_SHIN_L_YAW,IMU_SHIN_L_PITCH,IMU_SHIN_L_ROLL,IMU_SHIN_R_YAW,IMU_SHIN_R_PITCH,IMU_SHIN_R_ROLL,
14.19,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.20,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.21,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.22,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.23,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.24,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.25,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.26,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.27,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.28,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.29,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.30,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.31,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.32,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.33,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.34,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.35,0.00,0.02,-4.72,0.00,-0.13,-1.90,
14.36,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.37,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.38,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.39,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.40,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.41,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.42,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.43,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.44,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.45,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.46,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.47,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.48,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.49,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.50,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.51,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.52,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.53,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.54,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.55,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.56,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.57,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.58,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.59,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.60,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.61,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.62,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.63,0.00,0.02,-4.71,0.00,-0.13,-1.90,
14.64,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.65,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.66,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.67,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.68,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.69,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.70,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.71,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.72,0.00,0.02,-4.71,0.00,-0.13,-1.91,
14.73,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.74,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.75,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.76,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.77,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.78,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.79,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.80,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.81,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.82,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.83,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.84,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.85,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.86,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.87,0.00,0.01,-4.71,0.00,-0.13,-1.91,
14.88,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.89,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.90,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.91,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.92,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.93,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.94,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.95,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.96,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.97,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.98,0.00,0.01,-4.72,0.00,-0.13,-1.91,
14.99,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.00,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.01,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.02,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.03,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.04,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.05,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.06,0.00,0.01,-4.72,0.00,-0.13,-1.91,
15.07,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.08,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.09,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.10,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.11,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.12,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.13,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.14,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.15,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.16,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.17,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.18,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.19,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.20,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.21,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.22,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.23,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.24,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.25,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.26,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.27,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.28,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.29,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.30,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.31,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.32,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.33,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.34,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.35,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.36,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.37,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.38,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.39,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.40,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.41,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.42,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.43,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.44,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.45,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.46,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.47,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.48,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.49,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.50,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.51,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.52,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.53,0.00,0.01,-4.71,0.00,-0.12,-1.91,
15.54,0.00,0.01,-4.71,0.00,-0.12,-1.90,
15.55,0.00,0.01,-4.71,0.00,-0.12,-1.90,
15.56,0.00,0.01,-4.71,0.00,-0.12,-1.90,
15.57,0.00,0.01,-4.71,0.00,-0.12,-1.90,
15.58,0.00,0.01,-4.71,0.00,-0.12,-1.90,
15.59,0.00,0.01,-4.71,0.00,-0.12,-1.90,
15.60,0.00,0.01,-4.71,0.00,-0.12,-1.90,
15.61,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.62,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.63,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.64,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.65,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.66,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.67,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.68,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.69,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.70,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.71,0.00,0.00,-4.70,0.00,-0.13,-1.91,
15.72,0.00,0.00,-4.70,0.00,-0.13,-1.91,
15.73,0.00,0.00,-4.70,0.00,-0.13,-1.91,
15.74,0.00,0.00,-4.70,0.00,-0.13,-1.91,
15.75,0.00,0.00,-4.70,0.00,-0.13,-1.91,
15.76,0.00,0.01,-4.70,0.00,-0.13,-1.91,
15.77,0.00,0.01,-4.70,0.00,-0.13,-1.91,
15.78,0.00,0.01,-4.70,0.00,-0.13,-1.91,
15.79,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.80,0.00,0.01,-4.71,0.00,-0.13,-1.91,
15.81,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.82,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.83,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.84,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.85,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.86,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.87,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.88,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.89,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.90,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.91,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.92,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.93,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.94,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.95,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.96,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.97,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.98,0.00,0.01,-4.71,0.00,-0.13,-1.90,
15.99,0.00,0.01,-4.71,0.00,-0.13,-1.90,
16.00,0.00,0.01,-4.71,0.00,-0.13,-1.90,
16.01,0.00,0.01,-4.71,0.00,-0.13,-1.90,
16.02,0.00,0.01,-4.70,0.00,-0.13,-1.90,
16.03,0.00,0.01,-4.70,0.00,-0.13,-1.90,
16.04,0.00,0.01,-4.70,0.00,-0.13,-1.90,
16.05,0.00,0.01,-4.70,0.00,-0.13,-1.90,
16.06,0.00,0.01,-4.70,0.00,-0.13,-1.90,
16.07,0.00,0.01,-4.70,0.00,-0.13,-1.89,
16.08,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.09,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.10,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.11,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.12,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.13,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.14,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.15,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.16,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.17,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.18,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.19,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.20,0.00,0.01,-4.71,0.00,-0.12,-1.89,
16.21,0.00,0.01,-4.71,0.00,-0.12,-1.89,
16.22,0.00,0.01,-4.71,0.00,-0.12,-1.89,
16.24,0.00,0.01,-4.71,0.00,-0.12,-1.89,
16.25,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.25,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.26,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.27,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.28,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.30,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.31,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.32,0.00,0.01,-4.71,0.00,-0.13,-1.89,
16.33,0.00,0.01,-4.72,0.00,-0.13,-1.89,
16.33,0.00,0.01,-4.72,0.00,-0.13,-1.89,
16.34,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.35,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.36,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.38,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.39,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.40,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.41,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.42,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.42,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.43,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.44,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.45,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.47,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.48,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.49,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.50,0.00,0.01,-4.72,0.00,-0.13,-1.90,
16.50,0.00,0.01,-4.72,0.00,-0.12,-1.90,
16.51,0.00,0.01,-4.72,0.00,-0.12,-1.90,
16.52,0.00,0.01,-4.72,0.00,-0.12,-1.90,
16.53,0.00,0.01,-4.72,0.00,-0.12,-1.90,
16.55,0.00,0.01,-4.72,0.00,-0.12,-1.90,
16.56,0.00,0.01,-4.72,0.00,-0.12,-1.90,
16.57,0.00,0.00,-4.72,0.00,-0.12,-1.90,
16.58,0.00,0.00,-4.72,0.00,-0.12,-1.90,
16.58,0.00,0.00,-4.72,0.00,-0.12,-1.90,
16.59,0.00,0.00,-4.72,0.00,-0.12,-1.90,
16.60,0.00,0.00,-4.72,0.00,-0.13,-1.90,
16.61,0.00,0.00,-4.72,0.00,-0.13,-1.90,
16.62,0.00,0.00,-4.72,0.00,-0.13,-1.90,
16.64,0.00,0.00,-4.72,0.00,-0.13,-1.90,
16.65,0.00,0.00,-4.72,0.00,-0.13,-1.90,
16.66,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.67,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.67,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.68,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.70,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.71,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.72,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.73,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.74,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.75,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.76,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.77,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.78,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.79,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.80,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.81,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.82,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.83,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.84,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.85,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.86,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.87,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.88,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.89,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.90,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.91,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.92,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.93,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.94,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.95,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.96,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.97,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.98,0.00,0.00,-4.73,0.00,-0.13,-1.90,
16.99,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.00,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.01,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.02,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.03,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.04,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.05,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.06,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.07,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.08,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.09,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.10,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.11,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.12,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.13,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.14,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.15,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.16,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.17,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.18,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.19,0.00,0.00,-4.73,0.00,-0.13,-1.90,
17.20,0.00,0.00,-4.72,0.00,-0.13,-1.90,
17.21,0.00,0.00,-4.72,0.00,-0.13,-1.90,
17.22,0.00,0.00,-4.72,0.00,-0.13,-1.90,
17.23,0.00,0.00,-4.72,0.00,-0.13,-1.91,
17.24,0.00,0.00,-4.72,0.00,-0.13,-1.91,
17.25,0.00,0.00,-4.72,0.00,-0.13,-1.91,
17.26,0.00,0.00,-4.72,0.00,-0.13,-1.91,
17.27,0.00,0.00,-4.72,0.00,-0.13,-1.91,
17.28,0.00,0.00,-4.72,0.00,-0.13,-1.91,
17.29,0.00,0.00,-4.72,0.00,-0.13,-1.91,
17.30,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.31,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.32,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.33,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.34,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.35,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.36,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.37,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.38,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.39,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.40,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.41,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.42,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.43,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.44,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.45,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.46,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.47,0.00,0.01,-4.72,0.00,-0.13,-1.91,
17.48,0.00,0.01,-4.72,0.00,-0.13,-1.90,
17.49,0.00,0.01,-4.72,0.00,-0.13,-1.90,
17.50,0.00,0.01,-4.72,0.00,-0.13,-1.90,
17.51,0.00,0.01,-4.72,0.00,-0.13,-1.90,
17.52,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.53,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.54,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.55,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.56,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.57,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.58,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.59,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.60,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.61,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.62,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.63,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.64,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.65,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.66,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.67,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.68,0.00,0.01,-4.71,0.00,-0.13,-1.90,
17.69,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.70,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.71,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.72,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.73,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.74,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.75,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.76,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.77,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.78,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.79,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.80,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.81,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.82,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.83,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.84,0.00,0.00,-4.71,0.00,-0.12,-1.90,
17.85,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.86,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.87,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.88,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.89,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.90,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.91,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.92,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.93,0.00,0.01,-4.71,0.00,-0.12,-1.90,
17.94,0.00,0.01,-4.71,0.00,-0.12,-1.90,
